scorer,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
labeled-data\Ultrax_TD_003\img240.png,126.5780421691914,169.61511605963386,124.10759319940294,150.6750072912556,136.04809655338053,135.02883048259534,150.04730738218186,123.08832712861772,166.1052256858069,113.6182727444286,185.04533445418514,115.67698021925233,200.2797697678807,122.67658563365299,206.04415069738715,125.55877609840618,213.04375611178776,126.3822590883357,220.86684451611794,128.02922506819468,226.63122544562438,134.20534749266585,131.9306816037331,179.49691193878775,199.0445452829865,194.73134725248332,197.80932079809224,177.438204463964
labeled-data\Ultrax_TD_003\img270.png,130.69545711883885,164.67421812005693,131.9306816037331,145.73410935167868,143.87118495771068,131.32315702791263,161.16432774622996,121.44136114875874,171.86960661531333,103.73647686527474,190.39797388872682,100.44254490555679,206.45589219235185,107.44215031995745,214.69072209164673,111.55956526960489,222.10206900101215,114.85349722932284,228.27819142548336,118.55917068400555,234.86605534491926,123.08832712861772,133.1659060886273,178.2616874538935,207.2793751822813,184.4378098783647,205.6324092024224,167.55640858481016
labeled-data\Ultrax_TD_003\img325.png,128.22500814905038,170.02685755459862,136.87157954331002,149.4397828063614,136.04809655338053,128.85270805812416,142.2242189778517,109.50085779478115,161.98781073615942,99.6190619156273,183.81010996929092,102.91299387534525,199.86802827291598,115.26523872428757,206.04415069738715,121.02961965379401,213.45549760675252,125.97051759337094,220.04336152618842,129.67619104805365,227.45470843555384,133.7936059977011,134.81287206848629,180.32039492871723,199.86802827291595,180.32039492871723,195.7506133232685,164.26247662509223
labeled-data\Ultrax_TD_003\img332.png,134.81287206848629,167.14466708984543,136.4598380483453,147.38107533153766,136.87157954331002,128.02922506819468,141.81247748288695,109.50085779478115,153.75298083686457,96.32512995590932,175.98702156496077,95.0899054710151,192.4566813635506,107.8538918149222,197.3975793031275,114.85349722932284,202.75021873766914,121.44136114875874,207.69111667724613,128.44096656315944,212.2202731218583,135.44057197756004,137.6950625332395,176.61472147403452,195.33887182830375,175.3794969891403,194.10364734340953,163.85073513012745
labeled-data\Ultrax_TD_003\img342.png,125.75455917926192,163.43899363516272,120.81366123968499,144.49888486678446,127.4015251591209,126.3822590883357,141.40073598792222,109.50085779478115,159.10562027140622,101.677769390451,176.3987630599255,112.38304825953438,185.4570759491499,124.32355161351197,191.63319837362107,128.85270805812416,197.80932079809224,135.44057197756007,200.69151126284547,142.8519188869255,207.27937518228137,150.26326579629088,135.22461356345104,177.43820446396404,195.33887182830375,175.79123848410507,190.80971538369158,160.96854466537422
labeled-data\Ultrax_TD_003\img390.png,120.81366123968499,172.08556502942236,117.51972927996704,150.2632657962909,131.51894010876836,132.9701230077716,153.3412393418998,124.7352931084767,166.1052256858069,110.73608227967537,184.22185146425565,102.50125238038049,202.75021873766914,111.55956526960492,207.69111667724613,117.73568769407606,214.6907220916468,122.67658563365299,221.6903275060474,126.79400058330043,228.2781914254834,133.38186450273636,132.75416459366258,177.84994595892877,195.7506133232685,173.32078951431657,192.8684228585153,160.96854466537422
labeled-data\Ultrax_TD_003\img411.png,126.5780421691914,169.20337456466913,124.51933469436767,150.6750072912556,134.81287206848629,134.20534749266585,150.87079037211134,124.73529310847672,166.51696718077164,113.20653124946386,184.22185146425565,103.32473537030998,202.33847724270444,112.7947897544991,208.5145996671756,118.97091217897028,216.33768807150577,125.55877609840621,225.80774245569486,128.02922506819468,234.04257235498974,127.20574207826519,133.1659060886273,180.732136423682,194.10364734340953,177.02646296899928,192.45668136355056,163.4389936351627
labeled-data\Ultrax_TD_003\img433.png,130.28371562387412,170.8503405445281,132.34242309869782,149.85152430132615,142.63596047281644,135.44057197756007,157.870395786512,122.26484413868823,175.16353857503128,113.20653124946386,193.69190584844478,111.14782377464013,206.45589219235185,120.61787815882926,212.63201461682306,126.79400058330043,215.5142050815762,133.79360599770112,217.57291255639998,141.2049529070665,218.80813704129426,148.6162998164319,136.04809655338053,179.90865343375248,196.16235481823324,186.08477585822368,195.33887182830375,172.49730652438708
labeled-data\Ultrax_TD_003\img477.png,119.16669525982601,172.90904801935184,123.28411020947345,154.38068074593832,134.81287206848629,141.61669440203124,154.1647223318293,131.32315702791263,166.1052256858069,117.73568769407606,182.57488548439667,106.61866733002793,200.2797697678807,112.38304825953438,206.8676336873166,117.73568769407606,212.63201461682306,123.08832712861772,219.63162003122372,128.4409665631594,227.45470843555384,130.49967403798314,127.81326665408565,184.84955137332943,192.0449398685858,180.732136423682,191.2214568786563,167.14466708984543
labeled-data\Ultrax_TD_003\img494.png,125.34281768429716,171.6738235344576,138.518545523169,156.43938822076205,147.16511691742863,137.91102094734853,157.870395786512,119.79439516889977,171.86960661531333,107.03040882499269,189.9862323937621,100.85428640052152,208.92634116214035,108.67737480485167,217.16117106143523,113.6182727444286,223.74903498087113,118.14742918904079,231.5721233852013,119.79439516889977,239.39521178953143,120.20613666386453,133.1659060886273,180.32039492871723,192.0449398685858,174.96775549417558,191.2214568786563,160.55680317040947
labeled-data\Ultrax_TD_003\img533.png,124.51933469436767,168.7916330697044,127.81326665408565,151.91023177614986,135.63635505841577,135.02883048259534,150.87079037211132,121.8531026437235,165.2817426958774,110.32434078471064,183.81010996929092,105.38344284513369,197.80932079809224,114.85349722932284,203.57370172759866,120.61787815882926,206.8676336873166,128.02922506819468,209.3380826571051,134.61708898763058,211.39679013192878,140.79321141210175,131.1071986138036,179.90865343375248,193.28016435348005,175.79123848410507,191.2214568786563,162.6155106452332
labeled-data\Ultrax_TD_003\img589.png,126.16630067422665,170.02685755459862,124.51933469436767,151.08674878622037,134.81287206848629,133.79360599770112,150.87079037211134,120.20613666386453,166.51696718077164,109.08911629981642,185.86881744411463,107.03040882499269,200.2797697678807,114.85349722932284,205.6324092024224,120.20613666386453,212.2202731218583,125.97051759337094,217.57291255639998,132.14664001784212,220.86684451611794,139.96972842217227,130.69545711883885,179.90865343375248,192.45668136355056,176.61472147403452,191.2214568786563,162.6155106452332
