scorer,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
labeled-data\006_xaud\img0625.png,85.90399593,104.975945,222.0454545,102.8989293,119.2067405,101.6325791,117.4091778,118.7773999,153.1640597,100.8974414,152.733551,127.1332972,187.8565166,100.3662289,189.2235706,119.5125376
labeled-data\018_xaud\img143.png,93.32334792,128.2737677,234.5302074,127.4127502,129.0555715,116.6500323,130.3470977,133.870381,167.3708474,111.4839277,166.0793212,142.9110641,202.2420535,116.6500323,201.3810361,132.5788548
labeled-data\018_xaud\img220.png,86.43520844,139.0364856,239.696312,128.7042764,120.4453971,114.4974887,120.0148884,151.0907297,165.2183038,107.1788405,162.2047428,158.8398866,204.8251058,113.2059625,205.6861233,147.2161513
labeled-data\018_xaud\img243.png,87.72673459,129.1347851,243.5708904,122.6771543,124.7504843,111.9144364,125.180993,137.7449595,170.3844084,106.3178231,166.9403387,145.0636077,209.9912104,110.1924015,211.2827366,134.3008897
labeled-data\018_xaud\img262.png,93.32334792,123.9686805,240.1268207,124.8296979,127.7640453,118.3720672,128.1945541,123.1076631,167.8013561,117.9415584,167.3708474,125.6907154,208.6996843,117.5110497,207.8386669,120.5246107
labeled-data\018_xaud\img325.png,87.72673459,116.6500323,238.4047858,120.094102,128.1945541,111.9144364,128.1945541,113.6364713,169.9538997,107.1788405,166.5098299,118.8025759,207.4081581,111.9144364,206.9776494,113.2059625
labeled-data\018_xaud\img365.png,90.74029562,124.8296979,243.1403817,125.2602066,127.7640453,114.06698,128.1945541,126.5517328,169.9538997,106.7483318,165.6488125,133.4398723,208.2691756,113.2059625,205.6861233,126.5517328
labeled-data\018_xaud\img391.png,91.60131305,115.7890149,238.8352945,113.2059625,129.0555715,112.3449451,129.4860802,112.7754538,169.523391,111.053419,169.0928823,113.2059625,205.2556146,110.1924015,205.2556146,109.7618928
labeled-data\022_xaud\img059.png,90.3097869,113.6364713,237.1132597,114.4974887,121.7369233,100.7212097,123.0284495,113.2059625,162.2047428,99.86019229,160.9132166,118.8025759,202.2420535,104.1652795,200.5200187,115.3585061
labeled-data\022_xaud\img094.png,86.00469972,110.1924015,236.682751,111.4839277,116.5708187,100.290701,120.4453971,116.2195236,157.8996556,98.13815742,157.4691469,123.5381718,198.3674751,102.4432446,198.7979838,118.8025759
labeled-data\022_xaud\img114.png,88.15724331,114.06698,230.6556289,117.080541,119.5843797,99.86019229,119.5843797,123.5381718,157.4691469,96.84663127,156.1776207,132.5788548,197.0759489,102.0127359,196.6454402,124.3991892
labeled-data\022_xaud\img151.png,89.01826074,117.5110497,231.0861376,119.6635933,122.167432,98.99917486,118.7233623,128.7042764,158.760673,98.56866614,156.1776207,137.7449595,198.3674751,102.8737533,198.3674751,133.870381
labeled-data\022_xaud\img172.png,90.3097869,109.3313841,234.5302074,117.080541,124.7504843,105.0262969,124.7504843,105.4568056,161.3437253,110.1924015,161.3437253,110.6229102,199.6590012,108.9008754,199.6590012,109.7618928
labeled-data\022_xaud\img184.png,88.15724331,114.4974887,236.682751,117.5110497,124.3199756,104.1652795,123.8894669,115.7890149,163.4962689,103.304262,159.6216905,126.1212241,202.6725622,108.4703666,200.0895099,120.094102
labeled-data\022_xaud\img279.png,82.9911387,107.1788405,237.9742771,111.053419,118.2928536,98.99917486,117.8623448,98.99917486,159.1911817,99.86019229,158.760673,105.4568056,200.5200187,101.1517184,200.9505274,101.1517184
labeled-data\042_sil\img038.png,87.72673459,112.3449451,228.5030853,110.1924015,122.5979407,106.7483318,123.0284495,106.7483318,157.4691469,100.290701,157.4691469,104.5957882,194.0623879,105.4568056,194.0623879,105.4568056
labeled-data\042_sil\img106.png,85.574191,105.4568056,228.933594,100.7212097,120.8759059,94.69408768,118.7233623,118.3720672,157.4691469,85.65340461,156.1776207,126.1212241,197.5064576,89.09747435,196.6454402,118.3720672
labeled-data\042_sil\img129.png,88.15724331,112.3449451,225.0590156,112.3449451,120.8759059,116.6500323,120.8759059,116.6500323,156.6081294,117.9415584,156.6081294,117.9415584,194.0623879,117.5110497,194.0623879,117.5110497
labeled-data\042_sil\img135.png,89.44876946,119.6635933,223.7674894,116.2195236,122.167432,109.3313841,120.4453971,128.2737677,157.0386382,104.1652795,156.6081294,135.1619072,192.7708617,107.6093492,194.0623879,130.4263113
labeled-data\042_sil\img158.png,84.71317357,113.6364713,228.0725766,109.7618928,120.4453971,105.0262969,120.4453971,113.2059625,158.760673,97.7076487,158.3301643,118.8025759,194.9234053,102.4432446,195.7844228,114.4974887
labeled-data\042_sil\img214.png,90.74029562,118.8025759,222.906472,114.9279974,121.7369233,104.1652795,121.7369233,125.2602066,158.760673,95.98561383,156.6081294,129.9958025,194.4928966,100.290701,193.2013705,124.8296979
labeled-data\042_sil\img229.png,98.48945254,122.2466456,217.7403674,122.2466456,129.9165889,120.094102,129.9165889,123.1076631,159.6216905,115.3585061,159.1911817,132.5788548,188.8962833,119.6635933,188.0352658,125.2602066
labeled-data\047_aud\img006.png,73.95045562,110.6229102,221.1844371,111.053419,109.2521705,108.0398579,109.2521705,108.4703666,145.8454115,105.8873143,145.8454115,106.7483318,183.7301787,107.6093492,183.7301787,107.6093492
labeled-data\047_aud\img015.png,71.36740331,110.1924015,221.6149458,111.053419,108.391153,107.6093492,108.391153,108.0398579,144.9843941,105.4568056,144.5538853,105.4568056,185.0217048,107.1788405,184.5911961,107.1788405
labeled-data\047_aud\img167.png,75.24198178,105.8873143,218.6013848,110.6229102,109.6826792,96.41612255,108.391153,113.2059625,143.2623592,92.11103537,142.8318505,122.2466456,180.7166176,100.290701,180.2861089,113.6364713
labeled-data\047_aud\img236.png,78.68605152,116.6500323,213.8657889,117.5110497,112.6962402,104.5957882,108.8216618,127.843259,145.4149028,99.86019229,144.9843941,135.5924159,179.8556002,105.4568056,180.7166176,126.9822415
labeled-data\047_aud\img325.png,73.08943819,109.3313841,215.1573151,111.4839277,107.9606443,98.56866614,104.9470833,121.8161369,144.5538853,94.26357896,142.8318505,130.4263113,181.1471264,98.99917486,181.5776351,120.094102
labeled-data\047_aud\img393.png,69.21485973,103.304262,219.892911,109.7618928,105.377592,98.56866614,103.2250484,113.6364713,141.970833,96.84663127,141.1098156,123.9686805,181.5776351,101.5822272,182.4386525,114.9279974
labeled-data\047_aud\img409.png,76.53350793,115.3585061,212.143754,119.6635933,107.9606443,118.8025759,107.9606443,118.3720672,142.8318505,117.9415584,142.8318505,118.3720672,177.7030566,117.080541,178.1335653,117.080541
labeled-data\047_aud\img648.png,75.24198178,105.4568056,218.1708761,111.4839277,109.6826792,102.0127359,109.6826792,113.6364713,144.5538853,98.56866614,144.9843941,121.3856282,182.0081438,104.1652795,183.2996699,115.3585061
labeled-data\048_aud\img033.png,102.364031,104.5957882,267.6793786,83.93136974,141.1098156,87.8059482,141.970833,87.8059482,185.4522135,83.93136974,186.313231,84.36187845,229.3641027,78.3347564,229.3641027,79.19577384
labeled-data\048_aud\img092.png,107.0996269,106.7483318,266.3878525,90.81950922,143.6928679,86.94493076,144.5538853,97.7076487,184.1606874,77.47373897,185.4522135,95.98561383,227.6420679,77.47373897,227.2115592,91.25001794
labeled-data\048_aud\img177.png,106.6691182,105.0262969,271.9844658,86.08391332,146.7064289,90.81950922,146.7064289,91.25001794,188.0352658,86.94493076,188.4657746,91.25001794,229.7946115,80.05679128,229.3641027,80.91780871
labeled-data\048_aud\img193.png,99.78097869,104.5957882,274.9980268,89.52798307,138.5267633,81.77882615,141.5403243,102.0127359,181.5776351,71.0161082,185.4522135,104.5957882,230.6556289,74.89068666,230.2251202,91.25001794
labeled-data\048_aud\img206.png,103.2250484,99.42968358,273.275992,82.63984358,141.970833,78.76526512,144.9843941,99.42968358,183.7301787,68.43305589,185.4522135,98.13815742,229.3641027,72.73814307,229.3641027,86.94493076
labeled-data\048_aud\img212.png,104.5165746,103.7347708,266.8183612,87.8059482,140.2487982,78.76526512,140.6793069,114.06698,181.1471264,70.15509077,186.313231,117.080541,226.7810504,72.73814307,228.0725766,103.304262
labeled-data\048_aud\img291.png,101.5030136,98.13815742,270.2624309,83.93136974,138.957272,82.20933486,141.1098156,84.36187845,183.2996699,71.44661692,184.1606874,87.8059482,228.0725766,73.59916051,225.920033,76.61272153
labeled-data\049_aud\img004.png,65.77078998,105.8873143,239.2658033,95.98561383,109.2521705,107.1788405,109.2521705,107.1788405,149.2894812,108.9008754,148.8589725,109.7618928,195.353914,102.0127359,195.353914,102.4432446
labeled-data\049_aud\img074.png,70.9368946,108.4703666,238.4047858,100.7212097,110.9742054,95.55510512,110.5436966,110.1924015,152.733551,95.1245964,153.1640597,113.6364713,195.7844228,97.27713999,196.6454402,106.3178231
labeled-data\049_aud\img096.png,72.65892947,104.5957882,240.9878381,96.84663127,108.8216618,85.65340461,109.6826792,117.5110497,152.733551,84.79238717,154.4555859,125.2602066,197.5064576,86.08391332,200.9505274,116.6500323
labeled-data\049_aud\img107.png,64.04875511,102.4432446,243.1403817,96.84663127,105.377592,110.1924015,106.2386095,110.1924015,149.2894812,111.053419,149.2894812,111.9144364,197.5064576,102.0127359,197.5064576,102.8737533
labeled-data\049_aud\img181.png,64.47926383,95.98561383,244.0013992,89.52798307,107.5301356,88.66696563,102.7945397,117.9415584,151.8725335,88.23645691,154.4555859,126.5517328,199.6590012,89.95849178,206.9776494,118.8025759
labeled-data\049_aud\img228.png,67.92333357,100.290701,243.5708904,92.97205281,102.7945397,88.23645691,110.9742054,106.3178231,144.5538853,86.94493076,158.3301643,113.2059625,195.353914,89.09747435,205.2556146,104.5957882
labeled-data\049_aud\img300.png,68.35384229,98.99917486,240.5573294,95.1245964,107.9606443,108.0398579,107.9606443,108.0398579,147.9979551,112.3449451,147.9979551,111.4839277,197.5064576,105.8873143,197.9369663,105.4568056
labeled-data\050_aud\img081.png,80.40808639,129.5652938,232.8081725,135.1619072,112.2657315,123.5381718,112.2657315,123.1076631,143.6928679,128.2737677,143.6928679,127.843259,188.8962833,126.9822415,188.8962833,126.9822415
labeled-data\050_aud\img113.png,81.69961254,143.7720815,223.3369807,144.2025902,110.9742054,117.9415584,112.2657315,152.8127646,146.2759202,115.7890149,147.9979551,157.5483605,187.6047571,123.5381718,186.313231,149.7992036
labeled-data\050_aud\img135.png,82.9911387,140.7585205,216.0183325,144.2025902,113.1267489,128.2737677,113.5572577,145.0636077,145.8454115,125.6907154,145.8454115,148.5076774,183.7301787,133.4398723,182.4386525,143.3415728
labeled-data\050_aud\img230.png,75.67249049,137.3144507,222.0454545,141.1890292,104.9470833,120.094102,103.6555572,148.5076774,138.5267633,113.2059625,140.6793069,154.9653082,182.4386525,121.8161369,181.5776351,146.3551338
labeled-data\050_aud\img275.png,75.67249049,142.4805554,231.5166463,144.2025902,106.6691182,120.9551195,99.35046997,164.4365,143.2623592,114.4974887,142.8318505,171.7551482,187.6047571,123.5381718,192.7708617,166.5890436
labeled-data\050_aud\img315.png,79.11656024,133.870381,226.3505417,137.7449595,110.5436966,119.2330846,113.1267489,135.1619072,143.6928679,118.3720672,147.5674464,140.7585205,185.4522135,123.5381718,187.1742484,139.0364856
labeled-data\050_aud\img337.png,77.39452536,127.4127502,232.8081725,132.1483461,111.4047141,122.6771543,110.9742054,122.6771543,147.9979551,126.1212241,147.5674464,126.5517328,191.0488269,125.6907154,191.0488269,126.5517328
labeled-data\050_aud\img495.png,80.40808639,141.6195379,221.1844371,143.3415728,110.1131879,119.6635933,108.391153,149.3686948,145.4149028,117.9415584,141.970833,153.673782,183.2996699,124.8296979,182.8691612,146.7856425
labeled-data\051_aud\img075.png,76.96401665,92.11103537,256.0556433,88.23645691,122.167432,92.11103537,121.7369233,90.81950922,172.1064433,95.1245964,172.1064433,94.69408768,215.5878238,89.95849178,216.0183325,89.95849178
labeled-data\051_aud\img147.png,74.81147306,107.1788405,242.2793643,100.290701,115.7098012,92.97205281,113.5572577,112.7754538,161.7742341,87.37543948,155.3166033,128.2737677,205.2556146,85.22289589,202.2420535,116.6500323
labeled-data\051_aud\img174.png,68.78435101,91.68052666,254.7641171,91.68052666,118.2928536,86.94493076,104.0860659,119.2330846,173.3979694,83.50086102,159.6216905,134.7313984,216.4488412,84.36187845,214.2962976,123.1076631
labeled-data\051_aud\img181.png,71.79791203,99.42968358,249.5980125,99.86019229,117.8623448,98.56866614,118.7233623,98.56866614,165.2183038,101.1517184,163.4962689,100.7212097,208.2691756,100.290701,209.130193,100.7212097
labeled-data\051_aud\img212.png,96.76741767,120.9551195,226.3505417,123.1076631,134.2216761,117.9415584,128.6250628,133.0093636,169.0928823,117.9415584,161.7742341,148.5076774,200.0895099,118.8025759,194.9234053,135.1619072
labeled-data\051_aud\img257.png,76.53350793,104.1652795,247.8759776,96.84663127,121.3064146,89.09747435,113.1267489,109.7618928,174.6894956,85.22289589,156.1776207,113.6364713,215.5878238,81.77882615,206.116632,109.7618928
labeled-data\051_aud\img260.png,76.53350793,106.3178231,243.1403817,99.42968358,123.8894669,90.3890005,113.1267489,114.06698,176.4115305,86.51442204,156.1776207,123.5381718,211.2827366,83.50086102,206.5471407,114.9279974
labeled-data\052_aud\img041.png,76.53350793,105.8873143,235.3912248,110.1924015,117.0013274,102.8737533,117.0013274,103.304262,156.1776207,107.6093492,156.1776207,107.6093492,197.0759489,107.1788405,197.0759489,107.6093492
labeled-data\052_aud\img080.png,91.60131305,105.0262969,235.3912248,112.7754538,126.4725192,104.5957882,126.9030279,104.5957882,160.9132166,109.3313841,160.9132166,110.1924015,198.7979838,108.9008754,199.2284925,109.3313841
labeled-data\052_aud\img104.png,89.01826074,120.9551195,228.0725766,120.9551195,122.167432,102.4432446,123.0284495,126.9822415,160.0521992,102.4432446,157.8996556,135.5924159,197.0759489,104.5957882,194.4928966,127.843259
labeled-data\052_aud\img181.png,93.32334792,115.7890149,234.9607161,118.8025759,123.4589582,100.290701,127.3335366,112.3449451,160.9132166,106.3178231,161.7742341,122.6771543,201.3810361,105.8873143,199.2284925,117.9415584
labeled-data\052_aud\img219.png,90.3097869,127.843259,232.8081725,126.5517328,118.2928536,105.8873143,121.3064146,130.85682,157.8996556,109.3313841,155.3166033,141.1890292,196.2149315,110.6229102,193.6318792,131.7178374
labeled-data\052_aud\img226.png,86.86571716,119.2330846,239.2658033,114.4974887,121.3064146,102.4432446,118.2928536,126.1212241,160.0521992,108.9008754,155.747112,133.4398723,200.9505274,108.0398579,197.9369663,123.1076631
labeled-data\052_aud\img277.png,85.14368228,107.6093492,240.9878381,106.7483318,119.153871,97.7076487,119.153871,97.27713999,157.8996556,102.8737533,158.3301643,103.304262,198.7979838,100.290701,198.7979838,101.5822272
labeled-data\052_aud\img531.png,86.43520844,104.1652795,237.5437684,105.8873143,120.0148884,97.27713999,120.8759059,97.27713999,156.6081294,103.304262,156.6081294,103.7347708,197.9369663,100.7212097,197.9369663,100.290701
labeled-data\053_aud\img0011.png,117.0013274,103.7347708,239.696312,103.7347708,145.4149028,97.27713999,144.9843941,96.84663127,174.2589869,96.84663127,174.6894956,97.27713999,208.6996843,96.41612255,209.130193,96.84663127
labeled-data\053_aud\img0019.png,120.0148884,103.7347708,236.2522422,102.0127359,145.4149028,97.7076487,145.8454115,98.13815742,173.8284782,97.27713999,173.8284782,97.27713999,205.2556146,95.55510512,205.2556146,95.55510512
labeled-data\053_aud\img0135.png,119.5843797,106.7483318,233.6691899,104.5957882,150.1504987,99.42968358,149.2894812,106.7483318,177.7030566,95.98561383,177.7030566,110.6229102,207.4081581,98.99917486,206.5471407,105.4568056
labeled-data\053_aud\img0215.png,119.5843797,100.290701,230.2251202,98.99917486,144.1233766,92.97205281,147.5674464,101.5822272,170.8149171,92.54154409,174.2589869,108.0398579,200.9505274,93.83307024,202.2420535,99.42968358
labeled-data\053_aud\img0216.png,119.153871,100.290701,232.3776638,98.99917486,145.4149028,92.54154409,147.9979551,103.304262,173.8284782,91.25001794,174.6894956,108.4703666,203.5335797,94.26357896,203.103071,102.4432446
labeled-data\053_aud\img0455.png,112.2657315,107.1788405,237.1132597,113.2059625,133.7911674,85.22289589,138.957272,113.6364713,167.3708474,79.19577384,171.2454258,121.3856282,206.5471407,88.66696563,208.6996843,117.5110497
labeled-data\053_aud\img0488.png,121.7369233,103.7347708,231.5166463,99.42968358,147.5674464,99.86019229,147.5674464,99.42968358,174.6894956,98.56866614,174.6894956,98.99917486,204.8251058,97.7076487,203.9640884,97.7076487
labeled-data\054_aud\img016.png,84.71317357,102.4432446,259.499713,105.4568056,120.8759059,103.7347708,120.8759059,103.304262,160.9132166,106.7483318,161.7742341,107.1788405,210.8522279,105.4568056,210.4217192,105.8873143
labeled-data\054_aud\img067.png,79.11656024,103.304262,256.486152,112.3449451,113.5572577,96.41612255,112.2657315,118.3720672,156.6081294,98.56866614,154.8860946,129.5652938,207.8386669,102.0127359,208.6996843,125.6907154
labeled-data\054_aud\img105.png,88.58775203,111.9144364,242.709873,117.5110497,120.4453971,120.5246107,120.4453971,120.5246107,152.3030423,127.4127502,152.3030423,127.4127502,194.9234053,123.9686805,194.9234053,124.3991892
labeled-data\054_aud\img118.png,72.22842075,96.84663127,257.7776781,109.3313841,113.5572577,97.7076487,115.2792925,104.5957882,156.6081294,100.7212097,155.747112,116.2195236,206.9776494,103.7347708,206.116632,111.9144364
labeled-data\054_aud\img151.png,86.86571716,97.7076487,263.3742915,106.3178231,122.167432,100.290701,128.6250628,107.1788405,165.2183038,100.7212097,171.6759346,116.2195236,214.7268063,100.290701,216.8793499,108.9008754
labeled-data\054_aud\img161.png,74.81147306,100.7212097,264.2353089,108.9008754,116.5708187,97.27713999,117.0013274,114.4974887,161.3437253,98.99917486,161.3437253,130.85682,213.4352802,100.7212097,214.7268063,117.9415584
labeled-data\054_aud\img272.png,80.83859511,97.7076487,253.0420822,107.1788405,121.7369233,105.8873143,121.7369233,105.4568056,159.6216905,110.1924015,159.1911817,111.053419,206.116632,109.3313841,206.116632,108.9008754
labeled-data\056_aud\img011.png,80.40808639,98.13815742,251.7505561,101.5822272,121.3064146,99.42968358,120.8759059,98.99917486,158.760673,105.8873143,158.3301643,106.3178231,203.9640884,105.0262969,203.9640884,105.0262969
labeled-data\056_aud\img119.png,81.69961254,106.3178231,242.2793643,108.0398579,120.4453971,91.25001794,117.4318361,130.85682,160.0521992,99.42968358,158.760673,143.7720815,204.3945971,97.7076487,205.2556146,138.1754682
labeled-data\056_aud\img133.png,79.97757767,104.1652795,244.0013992,110.6229102,120.4453971,81.34831743,116.5708187,117.9415584,161.7742341,90.3890005,157.8996556,129.5652938,207.4081581,92.97205281,204.3945971,124.8296979
labeled-data\056_aud\img222.png,84.28266485,108.4703666,244.0013992,113.2059625,123.4589582,105.4568056,123.0284495,105.8873143,160.0521992,111.9144364,160.4827079,112.3449451,202.2420535,109.7618928,202.6725622,109.3313841
labeled-data\056_aud\img246.png,83.42164741,112.3449451,242.709873,113.2059625,121.7369233,95.98561383,115.2792925,131.7178374,163.0657602,102.4432446,156.6081294,141.6195379,204.3945971,100.7212097,202.6725622,133.870381
labeled-data\056_aud\img275.png,79.54706895,98.99917486,245.2929253,103.7347708,122.167432,87.37543948,114.8487838,118.8025759,163.4962689,98.13815742,160.0521992,128.2737677,205.2556146,94.69408768,207.8386669,124.3991892
labeled-data\056_aud\img320.png,83.85215613,102.4432446,242.709873,105.4568056,124.3199756,91.25001794,116.5708187,120.5246107,163.0657602,98.56866614,157.8996556,130.4263113,204.3945971,94.69408768,204.8251058,125.6907154
labeled-data\056_aud\img578.png,82.13012126,111.053419,243.1403817,114.06698,122.167432,95.1245964,118.2928536,120.9551195,162.2047428,101.1517184,158.3301643,128.7042764,203.103071,101.1517184,200.0895099,123.5381718
labeled-data\057_aud\img058.png,95.90640023,131.7178374,241.4183468,134.3008897,132.4996412,118.3720672,135.5132023,131.7178374,171.2454258,114.9279974,168.6623735,137.7449595,206.9776494,117.5110497,203.5335797,134.7313984
labeled-data\057_aud\img124.png,94.18436536,126.1212241,238.4047858,127.4127502,129.0555715,112.3449451,128.6250628,123.9686805,168.2318648,108.9008754,163.0657602,128.2737677,203.9640884,112.3449451,200.5200187,126.1212241
labeled-data\057_aud\img130.png,97.19792638,128.2737677,233.6691899,129.9958025,130.3470977,111.9144364,129.0555715,133.4398723,167.3708474,109.3313841,163.0657602,139.897503,203.9640884,110.6229102,198.7979838,135.1619072
labeled-data\057_aud\img161.png,97.6284351,129.9958025,235.3912248,132.5788548,131.6386238,110.1924015,130.7776064,140.7585205,168.6623735,108.4703666,166.5098299,148.9381861,207.8386669,111.4839277,203.5335797,144.6330989
labeled-data\057_aud\img244.png,94.18436536,127.843259,239.696312,129.5652938,135.943711,120.094102,135.943711,133.0093636,167.8013561,117.9415584,164.3572864,139.0364856,200.0895099,118.8025759,197.5064576,132.5788548
labeled-data\057_aud\img279.png,96.33690895,127.843259,234.9607161,135.1619072,133.7911674,114.9279974,131.2081151,134.3008897,168.2318648,114.06698,165.2183038,139.897503,201.8115448,117.080541,200.0895099,138.1754682
labeled-data\057_aud\img301.png,100.2114874,127.843259,234.5302074,131.2873287,135.943711,126.1212241,135.5132023,125.6907154,169.0928823,129.9958025,169.0928823,130.4263113,201.8115448,128.2737677,201.8115448,128.2737677
labeled-data\058_aud\img023.png,86.86571716,100.290701,244.0013992,98.99917486,124.7504843,102.0127359,125.6115018,102.0127359,160.4827079,108.9008754,160.4827079,109.3313841,203.103071,104.5957882,203.103071,105.0262969
labeled-data\058_aud\img069.png,87.72673459,102.8737533,240.1268207,102.4432446,125.6115018,105.4568056,126.0420105,105.0262969,162.2047428,111.053419,162.6352515,111.4839277,201.3810361,106.3178231,201.8115448,106.7483318
labeled-data\058_aud\img117.png,85.574191,101.1517184,243.1403817,102.4432446,125.6115018,95.55510512,116.14031,122.2466456,164.7877951,98.56866614,161.3437253,133.4398723,205.6861233,95.98561383,206.116632,124.3991892
labeled-data\058_aud\img143.png,86.86571716,93.83307024,237.1132597,103.7347708,124.3199756,77.47373897,107.9606443,123.5381718,163.4962689,87.8059482,153.1640597,137.7449595,204.8251058,86.94493076,200.5200187,129.1347851
labeled-data\058_aud\img301.png,88.58775203,102.8737533,237.1132597,113.2059625,122.5979407,85.65340461,117.4318361,120.5246107,161.7742341,90.3890005,157.4691469,130.85682,201.8115448,98.56866614,198.3674751,125.2602066
labeled-data\058_aud\img315.png,81.26910382,88.66696563,246.1539427,97.7076487,120.0148884,85.65340461,108.8216618,120.5246107,160.0521992,88.23645691,153.5945684,135.5924159,204.8251058,89.52798307,200.9505274,124.3991892
